epoch,train_loss,val_loss
1,0.7696459751044001,1.0485441940171378
2,0.5064968312425273,0.318400967333998
3,0.4324522414909942,0.3749822803906032
4,0.45562433637678623,0.3954551528607096
5,0.4376501425036362,0.268424177808421
6,0.3442808458847659,0.37193075886794497
7,0.35304649120994974,0.27284428796597887
8,0.30183360299893786,0.21969187153237207
9,0.37470641333077637,0.39799526972430094
10,0.3466701826878956,0.25304940555776867
