row,column,latitude,longitude,ndvi_2015,ndvi_2023,ndvi_change,status
336,1232,19.239992836389685,72.88702424503079,0.8236838915423708,0.6685319237667817,0.15515196777558904,Changed
112,112,19.260115412129895,72.78639584045735,0.3052727448339879,0.2697269544526707,0.03554579038131722,Unchanged
