location_id,latitude,longitude,dist_road_m,dist_hospital_m,dist_school_m,dist_police_m,dist_market_m,flood_risk,land_use_class,dist_landuse_commercial_m,population_density,elevation_m,label
858,19.00395639999998,72.83133299999994,32.7201362395183,639.1665738617621,175502.70854987297,176571.110334204,176454.96867704843,0.0,industrial,248.0205322749082,,,1
859,19.008956399999978,72.83133299999994,26.24454543067192,428.7976056222935,174950.35559613167,176018.5182039706,175902.41602714363,0.0,residential,222.67244470530397,,,1
860,19.013956399999977,72.83133299999994,1.7907258230139436,98.64774072398316,174398.01013158253,175465.932020477,175349.86957497708,0.0,residential,296.773074928692,,,1
861,19.018956399999976,72.83133299999994,9.633404553285938,262.75582233275816,173845.6722302084,174913.3518426659,174797.32938190698,0.0,industrial,586.4662078852211,,,1
862,19.02395639999997,72.83133299999994,162.07351244414016,493.6375673592362,173293.34196693232,174360.77773022457,174244.795510067,0.0,industrial,988.8816657435682,,,1
866,19.04395639999997,72.83133299999994,234.1710342764839,855.1799228642515,171084.09882715667,172150.54315476192,172034.72450565707,0.0,park,988.6152048754948,,,1
867,19.04895639999997,72.83133299999994,26.10801819201672,309.09605623884164,170531.8079123127,171598.00029150042,171482.22320011727,0.0,industrial,626.2523019743134,,,1
868,19.05395639999997,72.83133299999994,1.1183728797225303,269.6103020658517,169979.52510578014,171045.4638681159,170929.72860567382,0.0,residential,613.0276513441191,,,1
869,19.058956399999968,72.83133299999994,28.74886329010464,575.0132901957637,169427.25048952035,170492.93394987163,170377.24079026814,0.0,residential,732.2803929722227,,,1
870,19.063956399999967,72.83133299999994,9.027415566632886,239.5627834553257,168874.9841465684,169940.41060288151,169824.75982272773,0.0,residential,670.944858511888,,,1
871,19.06895639999997,72.83133299999994,15.673827304685297,330.85639312195974,168322.72616105052,169387.8938941241,169272.2857727804,0.0,recreation_ground,705.2352290623149,,,1
872,19.073956399999965,72.83133299999994,26.84417464052647,171.89990329433382,167770.47661819693,168835.38389145132,168719.818711064,0.0,residential,511.3821061439906,,,1
873,19.078956399999964,72.83133299999994,9.68836718399963,566.9182420301604,167218.23560436512,168282.88066360814,168167.35870914636,0.0,park,336.37013111324626,,,1
874,19.083956399999963,72.83133299999994,1.671441788881377,600.4866882957448,166666.0032070549,167730.3842802434,167614.905839537,0.0,commercial,0.0,,,1
875,19.08895639999996,72.83133299999994,82.71439020005246,534.530558987079,166113.7795149327,167177.8948119304,167062.46017570817,0.0,residential,443.8005318065596,,,1
876,19.09395639999996,72.83133299999994,114.07366625862944,800.6877785633827,165561.56461784287,166625.41233017365,166510.0217921023,0.0,grass,261.79389000413926,,,1
877,19.09895639999996,72.83133299999994,261.8143724185022,600.5915325760544,165009.3586068359,166072.93690743344,165957.59076415727,0.0,grass,537.2429223139454,,,1
878,19.10395639999996,72.83133299999994,9.528325213711522,380.3023420484554,164457.16157418236,165520.46861713496,165405.1671683161,0.0,park,501.4930500793226,,,1
879,19.10895639999996,72.83133299999994,4.206314747322481,401.2942507094253,163904.9736133946,164968.00753368603,164852.75108204546,0.0,residential,566.8274751675614,,,1
880,19.11395639999996,72.83133299999994,6.281376147807572,223.5998505296865,163352.79481925248,164415.5537324981,164300.34258385736,0.0,residential,597.0084085520178,,,1
881,19.11895639999996,72.83133299999994,140.27618274227822,409.2449368943044,162800.62528781587,163863.1072899944,163747.94175331786,0.0,industrial,624.1080572436462,,,1
882,19.123956399999955,72.83133299999994,2.2778634844371006,377.6743956170727,162248.4651164577,163310.6682836381,163195.5486710762,0.0,residential,541.9610369146075,,,1
883,19.128956399999957,72.83133299999994,0.1067776431953714,36.44176237572777,161696.31440387393,162758.23679193784,162643.16341887088,0.0,recreation_ground,164.70632519604467,,,1
884,19.133956399999956,72.83133299999994,54.2284171803367,435.8622760905975,161144.17325011722,162205.8128944763,162090.78607955907,0.0,industrial,112.82465710477088,,,1
885,19.13895639999995,72.83133299999994,18.3431298319223,90.05492318491821,160592.04175661248,161653.39667192087,161538.416737128,0.0,residential,139.37543527544076,,,1
886,19.14395639999995,72.83133299999994,4.057557983786202,283.8153706294903,160039.92002618534,161100.98820604704,160986.05547671922,0.0,residential,252.64986875368285,,,1
887,19.14895639999995,72.83133299999994,2.0699936852801875,229.1539072942276,159487.80816308234,160548.58757975372,160433.70238464462,0.0,residential,289.1139882982359,,,1
888,19.15395639999995,72.83133299999994,3.350328893544516,782.2130268824516,158935.70627299955,159996.19487708606,159881.35754841013,0.0,residential,153.5083320533242,,,1
889,19.158956399999948,72.83133299999994,48.29016506022889,507.7003961063135,158383.6144631039,159443.81018325192,159329.021056733,0.0,residential,631.1444290016203,,,1
890,19.163956399999947,72.83133299999994,6.921144473557847,375.6964481935166,157831.53284206253,158891.4335846454,158776.69299956626,0.0,residential,225.65184180214064,,,1
891,19.168956399999946,72.83133299999994,6.985078432547359,745.9612471472382,157279.4615200669,158339.0651688654,158224.37346811808,0.0,residential,208.03905940848648,,,1
892,19.173956399999945,72.83133299999994,1.8289448443569036,314.92804620542967,156727.40060885833,157786.70502473562,157672.06255487262,0.0,park,206.82777070834143,,,1
893,19.178956399999944,72.83133299999994,0.0247442907177216,466.056409269235,156175.35022175848,157234.3532423289,157119.76035361536,0.0,commercial,70.11986790726598,,,1
894,19.183956399999943,72.83133299999994,5.048096642833178,671.0995737887263,155623.31047369557,156682.0099129877,156567.46695945456,0.0,commercial,0.0,,,1
895,19.18895639999994,72.83133299999994,16.024691366522646,316.9599657361974,155071.2814812323,156129.67512934565,156015.1824688436,0.0,forest,440.3050414551147,,,1
896,19.19395639999994,72.83133299999994,4.460763047637808,168.08619902049807,154519.26336259735,155577.34898535316,155462.90697960765,0.0,residential,877.8952168924036,,,1
897,19.19895639999994,72.83133299999994,40.30718335818684,402.91939235468607,153967.25623771097,155025.03157629626,154910.64059096357,0.0,residential,605.1429412518717,,,1
898,19.20395639999994,72.83133299999994,2.590064218794111,362.5418286187804,153415.26022822,154472.7229988254,154358.3834035496,0.0,residential,729.682121406434,,,1
899,19.208956399999938,72.83133299999994,10.25235415333674,462.0116107493378,152863.27545752606,153920.42335097672,153806.13551944777,0.0,residential,1141.485290893086,,,1
900,19.213956399999937,72.83133299999994,48.04635669514448,183.1942560566384,152311.30205081895,153368.1327321989,153253.8970422116,0.0,recreation_ground,1016.8972084697584,,,1
901,19.218956399999936,72.83133299999994,16.746134822119203,253.47668122151663,151759.34013510577,152815.85124337504,152701.66807688944,0.0,residential,1171.145088815149,,,1
902,19.22395639999993,72.83133299999994,14.004564902732364,445.9884955052408,151207.38983924923,152263.57898685418,152149.44873005667,0.0,residential,1520.9529742593922,,,1
903,19.22895639999993,72.83133299999994,131.48203169519869,466.8803627965864,150655.45129399688,151711.31606647285,151597.23910983867,0.0,scrub,1966.4963947221868,,,1
904,19.233956399999933,72.83133299999994,6.879504460318179,921.9623618054133,150103.52463201835,151159.0625875852,151045.03932594208,0.0,residential,2096.648999884193,,,1
905,19.23895639999993,72.83133299999994,349.8009208227649,1173.647660451008,149551.60998794078,150606.81865709083,150492.84948968355,0.0,forest,1858.640633882604,,,1
917,18.918956399999995,72.83633299999994,262.95300631238734,584.7540509966303,184861.0596757284,185936.678273732,185819.3180205965,0.0,military,408.8447434082103,,,1
918,18.923956399999994,72.83633299999994,5.043889511181335,384.7766431245604,184308.4943984819,185383.90840311683,185266.58193163812,0.0,military,108.8344752245255,,,1
919,18.928956399999997,72.83633299999994,31.518336166031997,753.0559815862166,183755.93490583528,184831.1430687212,184713.85058229117,0.0,military,187.3169245990748,,,1
920,18.933956399999992,72.83633299999994,27.07305527941741,386.87645562937576,183203.38125258192,184278.38231380348,184161.1240176704,0.0,commercial,0.0,,,1
921,18.93895639999999,72.83633299999994,31.76198344435712,475.1408915908951,182650.83349417907,183725.6261821438,183608.40228343505,0.0,commercial,54.34761698109328,,,1
922,18.94395639999999,72.83633299999994,101.42646250988702,263.1681623553916,182098.2916867552,183172.87471804905,183055.68542579407,0.0,commercial,157.13430434209937,,,1
923,18.94895639999999,72.83633299999994,8.322835670723775,399.9569749845573,181545.75588712376,182620.1279663645,182502.97349151815,0.0,retail,284.92597508613403,,,1
924,18.95395639999999,72.83633299999994,20.11430655828868,99.43201460530685,180993.22615279103,182067.38597247907,181950.2665279453,0.0,industrial,547.2482546556319,,,1
925,18.958956399999987,72.83633299999994,4.767409426895189,95.68177769416504,180440.70254196983,181514.64878233723,181397.56458299304,0.0,industrial,932.9544375843312,,,1
926,18.963956399999987,72.83633299999994,14.349098847283711,468.60606899786734,179888.1851135866,180961.91644244333,180844.86770516323,0.0,residential,1404.4007498554092,,,1
927,18.968956399999986,72.83633299999994,6.8020627879943305,203.7021102303132,179335.67392729348,180409.18899987132,180292.17594355228,0.0,residential,1169.914882394454,,,1
928,18.973956399999985,72.83633299999994,38.32350554624576,127.09014586005593,178783.1690434824,179856.46650227666,179739.4893478629,0.0,residential,855.5990476003418,,,1
929,18.978956399999984,72.83633299999994,18.115323258986837,447.50828380818245,178230.67052329172,179303.74899790002,179186.807968409,0.0,park,303.66512697416545,,,1
930,18.983956399999983,72.83633299999994,36.96555289212031,485.7321645758424,177678.17842862324,178751.0365355822,178634.13185613035,0.0,industrial,63.10034435555551,,,1
931,18.98895639999998,72.83633299999994,31.33960908571293,168.8409526880986,177125.6928221479,178198.32916476674,178081.46106259592,0.0,industrial,255.30726055951848,,,1
932,18.99395639999998,72.83633299999994,13.259181991603736,658.7939494912131,176573.21376732425,177645.62693551637,177528.7956400206,0.0,residential,177.50817791519228,,,1
933,18.99895639999998,72.83633299999994,4.300565199064292,331.59701107934404,176020.7413284044,177092.92989851563,176976.1356412684,0.0,residential,151.40764785511217,,,1
934,19.00395639999998,72.83633299999994,4.955688472550765,415.9780176385282,175468.27557045207,176540.23810508658,176423.48111986835,0.0,industrial,389.62805096448966,,,1
935,19.008956399999978,72.83633299999994,9.656860317025275,125.02190389640664,174915.8165593524,175987.55160719575,175870.83213002223,0.0,commercial,11.367512342452017,,,1
936,19.013956399999977,72.83633299999994,8.989475333756163,213.6861499789812,174363.3643618252,175434.8704574644,175318.18872661487,0.0,residential,361.0244042268527,,,1
937,19.018956399999976,72.83633299999994,2.509532111190633,272.638547691413,173810.91904543893,174882.19470917963,174765.55096522608,0.0,park,771.594801219233,,,1
938,19.02395639999997,72.83633299999994,9.8499660310305,60.05291161317104,173258.4806786238,174329.5244163047,174212.91890214122,0.0,recreation_ground,471.1150248359095,,,1
939,19.028956399999974,72.83633299999994,23.951179333976505,548.5923134798597,172706.04933068508,173776.85963348908,173660.29259436182,0.0,residential,623.8929493316845,,,1
940,19.033956399999973,72.83633299999994,182.361660033562,318.62636878861423,172153.6250718185,173224.20041608083,173107.6720996184,0.0,recreation_ground,1072.1165954760727,,,1
941,19.03895639999997,72.83633299999994,217.1225490660962,398.8919344759437,171601.20797312216,172671.54682013558,172555.05747637982,0.0,residential,1341.5800279973434,,,1
942,19.04395639999997,72.83633299999994,156.35801738113722,604.2337905799744,171048.7981066135,172118.8989024299,172002.44878386753,0.0,residential,789.666266641652,,,1
943,19.04895639999997,72.83633299999994,67.1924038578993,533.0393788953747,170496.39554524363,171566.2567204728,171449.8460820671,0.0,park,245.450231148616,,,1
944,19.05395639999997,72.83633299999994,17.532277194291506,181.1491464826628,169944.0003629107,171013.62033251536,170897.24943173875,0.0,residential,246.16739979784995,,,1
945,19.058956399999968,72.83633299999994,5.679977286870037,177.72566598114577,169391.61263447802,170460.98979756568,170344.65889443262,0.0,residential,367.9998615583137,,,1
946,19.063956399999967,72.83633299999994,12.199545933062154,148.38205814009433,168839.23243578733,169908.36517539885,169792.07453249942,0.0,residential,221.44184016832955,,,1
947,19.06895639999997,72.83633299999994,4.112495822161573,155.4787583892159,168286.85984367668,169355.74652657082,169239.49640910467,0.0,residential,750.3977095607629,,,1
948,19.073956399999965,72.83633299999994,18.796536342343146,138.5434044854604,167734.49493599625,168803.13391243113,168686.9245882422,0.0,residential,1035.7091780154506,,,1
949,19.078956399999964,72.83633299999994,13.71761753860461,190.4834365954225,167182.13779162412,168250.52739513456,168134.35913474622,0.0,residential,707.8466631807902,,,1
950,19.083956399999963,72.83633299999994,1.9711139530286772,181.80638636513768,166629.78849048293,167697.92703765436,167581.8001143052,0.0,residential,483.7691911084805,,,1
951,19.08895639999996,72.83633299999994,0.4154783575859594,95.56302672749834,166077.44711356203,167145.33290380044,167029.24759348074,0.0,residential,674.0949163913489,,,1
952,19.09395639999996,72.83633299999994,55.08575569299402,446.7001639354089,165525.1137429273,166592.7450582253,166476.7016397139,0.0,grass,781.0521459999517,,,1
953,19.09895639999996,72.83633299999994,123.25071518937,496.7022788182152,164972.7884617465,166040.16356644532,165924.1623213473,0.0,grass,349.1074807192703,,,1
954,19.10395639999996,72.83633299999994,23.796565084881397,175.0340128823077,164420.47135430184,165487.58849484942,165371.62970763442,0.0,residential,151.8681895901601,,,1
955,19.10895639999996,72.83633299999994,33.5216800476188,155.3208817019552,163868.16250601274,164935.0199107176,164819.10386875857,0.0,park,704.1163459855163,,,1
956,19.11395639999996,72.83633299999994,14.250462386044628,200.96849584825856,163315.86200345523,164382.4578822359,164266.58487584884,0.0,park,1042.5925784702297,,,1
957,19.11895639999996,72.83633299999994,27.361609484423752,376.9844481119653,162763.5699343766,163829.90247850717,163714.07280099115,0.0,residential,721.1113156473075,,,1
958,19.123956399999955,72.83633299999994,24.243722000774607,532.4551166975832,162211.28638772294,163277.3537695738,163161.56771725212,0.0,forest,378.2326810832388,,,1
959,19.128956399999957,72.83633299999994,8.433062614589778,333.640375777588,161659.01145365063,162724.81182642485,162609.06969868648,0.0,cemetery,331.3700346994724,,,1
960,19.133956399999956,72.83633299999994,7.588334774050125,241.18745051459297,161106.74522355513,162172.27672102023,162056.5788203623,0.0,residential,47.40482225969183,,,1
961,19.13895639999995,72.83633299999994,2.343483821295968,192.539587284494,160554.4877900878,161619.74852630284,161504.09515837356,0.0,park,203.38713914288783,,,1
962,19.14395639999995,72.83633299999994,34.012656420951025,634.5740458451439,160002.23924717895,161067.2273162169,160951.61878985955,0.0,residential,436.9049419389236,,,1
963,19.14895639999995,72.83633299999994,2.2076189066813203,590.8184884760678,159449.9996900584,160514.7131657233,160399.14979302074,0.0,residential,268.3126991185289,,,1
964,19.15395639999995,72.83633299999994,15.368857164599849,741.030994272736,158897.76921528034,159962.20615081998,159846.68824713997,0.0,industrial,287.09758310926384,,,1
965,19.158956399999948,72.83633299999994,19.446073790873605,386.7518337457053,158345.54792074527,159409.70634855828,159294.23423259973,0.0,recreation_ground,605.8556785078171,,,1
966,19.163956399999947,72.83633299999994,5.73056415033693,151.20437312792387,157793.33590572252,158857.21383706047,158741.7878309004,0.0,grass,169.47708335700523,,,1
967,19.168956399999946,72.83633299999994,6.419041495382662,609.9078502749038,157241.13327087605,158304.7286955402,158189.34912468147,0.0,residential,288.1090483036376,,,1
968,19.173956399999945,72.83633299999994,2.5768142211665785,220.30952559820355,156688.94011828754,157752.25100432016,157636.9181977402,0.0,retail,316.32904311928326,,,1
969,19.178956399999944,72.83633299999994,10.257896607983549,226.73494492149868,156136.75655148097,157199.7808448511,157084.49513505137,0.0,retail,79.83236030378167,,,1
970,19.183956399999943,72.83633299999994,32.58354893964555,338.6049895101052,155584.58267545153,156647.318299735,156532.0800227914,0.0,industrial,135.87137047423195,,,1
971,19.18895639999994,72.83633299999994,2.895470612918223,120.59062326241164,155032.41859668732,156094.86345274103,155979.6729483553,0.0,residential,408.4197528345152,,,1
972,19.19395639999994,72.83633299999994,8.211432776060844,176.18399106526874,154480.2644231989,155542.4163888292,155427.27400038094,0.0,recreation_ground,646.226033390646,,,1
973,19.19895639999994,72.83633299999994,35.482116805609806,211.97353757058968,153928.12026454476,154989.97719416962,154874.8832687696,0.0,residential,114.53352885238336,,,1
974,19.20395639999994,72.83633299999994,9.4800119498924,356.721728437391,153375.9862318607,154437.54595616597,154322.50084471024,0.0,residential,425.1732025724746,,,1
975,19.208956399999938,72.83633299999994,6.021766685870635,109.00386738153378,152823.86243788622,153885.1227634752,153770.1268207002,0.0,residential,718.9630849667265,,,1
976,19.213956399999937,72.83633299999994,35.57146288961331,595.4009926556798,152271.74899699798,153332.70770603488,153217.76129057351,0.0,residential,491.4006459285338,,,1
977,19.218956399999936,72.83633299999994,4.321296087472501,475.8268294920204,151719.64602523213,152780.30087507868,152665.40434951748,0.0,residential,757.790732716275,,,1
978,19.22395639999993,72.83633299999994,10.034328691475316,494.85449398626986,151167.553640322,152227.9023631674,152113.05609410466,0.0,residential,1230.9010724892794,,,1
979,19.22895639999993,72.83633299999994,42.15110571882893,457.3840165803473,150615.4719617235,151675.51226420744,151560.71662231252,0.0,park,1751.8410742896554,,,1
980,19.233956399999933,72.83633299999994,102.71563711151047,499.6347181000664,150063.40111065135,151123.13067348002,151008.38603355375,0.0,residential,1677.220462006447,,,1
981,19.23895639999993,72.83633299999994,0.9145407084878956,720.272001001203,149511.34121010694,150570.7576876617,150456.06442869775,0.0,farmland,1368.1108201376298,,,1
982,19.24395639999993,72.83633299999994,201.44726596799373,1155.6449148872184,148959.2923849154,150018.39340485417,149903.75191010174,0.0,forest,1242.3137025599624,,,1
985,19.258956399999928,72.83633299999994,71.90067935041252,1598.7754688952334,147303.2136377439,148361.35377740848,148246.86991830487,0.0,farmland,2044.23720316434,,,1
986,19.263956399999927,72.83633299999994,150.83198483610786,1887.4935529086372,146751.21039984468,147809.02531704985,147694.5947990035,0.0,residential,2498.9398759111514,,,1
988,18.8939564,72.84133299999993,2327.3004766102454,3058.152983130064,187593.1720435057,188673.10954711604,188555.0091907261,0.0,industrial,2435.6129858727872,,,0
993,18.918956399999995,72.84133299999993,242.41791834462,1005.242054242811,184829.81326970187,185908.79741887204,185790.8542934684,0.0,military,850.6209016250979,,,1
994,18.923956399999994,72.84133299999993,139.97458132178238,903.6636662160385,184277.1568722272,185355.94687564336,185238.03576212615,0.0,military,634.136004735364,,,1
995,18.928956399999997,72.84133299999993,186.7043441539,875.9270854410008,183724.5057073428,184803.10038183385,184685.22147276925,0.0,military,511.7004401529961,,,1
996,18.933956399999992,72.84133299999993,4.700775827320277,332.8992192372916,183171.8598248633,184250.2579763323,184132.4114660436,0.0,commercial,0.0,,,1
997,18.93895639999999,72.84133299999993,64.34348177118655,259.4541221593643,182619.219275209,183697.41969849836,183579.6057830876,0.0,industrial,223.22125720840612,,,1
998,18.94395639999999,72.84133299999993,53.3181882215237,738.824621150872,182066.5841094103,183144.5855881649,183026.80446553457,0.0,industrial,256.4917414756979,,,1
999,18.94895639999999,72.84133299999993,8.122046906630258,400.7879807241968,181513.95437912075,182591.75568564935,182474.0075555244,0.0,industrial,27.572375175192445,,,1
1000,18.95395639999999,72.84133299999993,2.642101349989864,364.991798451022,180961.33013662265,182038.9300317567,181921.21509570684,0.0,industrial,481.6866269722642,,,1
1001,18.958956399999987,72.84133299999993,136.29250565317668,315.438265713601,180408.71143484267,181486.10866779307,181368.42712925587,0.0,residential,1022.1674759302874,,,1
1002,18.963956399999987,72.84133299999993,15.0691705767538,478.21535454358855,179856.0983273566,180933.2916355684,180815.643699872,0.0,industrial,1272.4013442729313,,,1
1003,18.968956399999986,72.84133299999993,16.05282277600741,315.68123049470074,179303.49086840003,180380.47897740448,180262.8648517915,0.0,grass,781.3259982991242,,,1
1004,18.973956399999985,72.84133299999993,48.17850084172529,280.4267460293401,178750.88911288072,179827.67073614534,179710.09062979626,0.0,cemetery,463.5283746976757,,,1
1005,18.978956399999984,72.84133299999993,32.42414617794153,276.1983668341537,178198.2931163876,179274.8669551638,179157.32107922144,0.0,residential,550.9772048987712,,,1
1006,18.983956399999983,72.84133299999993,38.405132797376616,602.0349483349823,177645.70293520196,178722.0676783701,178604.5562459641,0.0,residential,447.8413662311387,,,1
1007,18.98895639999998,72.84133299999993,12.741137305084322,100.68444274901807,177093.11862630546,178169.2729502177,178051.7961764895,0.0,residential,508.0128553993016,,,1
1008,18.99395639999998,72.84133299999993,55.29284494431518,447.2222918366604,176540.54024739566,177616.48281571607,177499.04091784425,0.0,industrial,310.64309809652804,,,1
1009,18.99895639999998,72.84133299999993,11.126368922411508,102.86464870116365,175987.96785689364,177063.69732043587,176946.290517662,0.0,residential,56.30034688464883,,,1
1010,19.00395639999998,72.84133299999993,11.585903907158428,151.5863191873311,175435.4015139589,176510.91651052126,176393.54502417598,0.0,recreation_ground,409.5495469483088,,,1
1011,19.008956399999978,72.84133299999993,2.500817431368607,482.3051406725781,174882.84127849655,175958.14043269437,175840.804486224,0.0,industrial,449.3388627774351,,,1
1012,19.013956399999977,72.84133299999993,2.5818944720945654,141.10384861150118,174330.2872111703,175405.36913426578,175288.06895325927,0.0,commercial,138.61878542660764,,,1
1013,19.018956399999976,72.84133299999993,36.91334205955993,211.7442788524041,173777.7393734189,174852.60266314793,174735.3384753644,0.0,retail,591.2769709509722,,,1
1014,19.02395639999997,72.84133299999993,13.932578555484572,65.59921220020438,173225.19782746417,174299.84106786054,174182.61310325708,0.0,commercial,52.2871885758019,,,1
1015,19.028956399999974,72.84133299999993,12.441366027012446,198.329935766772,172672.66263632252,173747.08439753923,173629.89288829928,0.0,recreation_ground,366.1193454312885,,,1
1016,19.033956399999973,72.84133299999993,14.800669019137432,146.600312709212,172120.13386382154,173194.33270194917,173077.17788251117,0.0,residential,901.3878435825936,,,1
1017,19.03895639999997,72.84133299999993,14.353534687727914,164.99927661032325,171567.61157460927,172641.58603149132,172524.46813857817,0.0,residential,1396.1817605780543,,,1
1018,19.04395639999997,72.84133299999993,68.88368142663546,353.9250053484908,171015.09583417157,172088.84443721687,171971.7637098655,0.0,residential,880.296451819867,,,1
1019,19.04895639999997,72.84133299999993,98.27278218554548,199.67198867295812,170462.586708842,171536.10797083398,171419.0646504256,0.0,forest,462.0123021225747,,,1
1020,19.05395639999997,72.84133299999993,14.518878313466436,519.436825134321,169910.0842658178,170983.37668472074,170866.3710150115,0.0,residential,320.4363590306241,,,1
1021,19.058956399999968,72.84133299999993,0.0078531150911042,491.46883535121,169357.5885731714,170430.6506319331,170313.68285908538,0.0,residential,515.3090929242276,,,1
1022,19.063956399999967,72.84133299999993,5.982620010588442,475.28967338728376,168805.09969986815,169877.92986621973,169761.00023883377,0.0,residential,423.5613741095545,,,1
1023,19.06895639999997,72.84133299999993,80.00184400489545,465.4013679184791,168252.6177157788,169325.2144420309,169208.32321117716,0.0,residential,833.1024177195459,,,1
1024,19.073956399999965,72.84133299999993,117.2123574914347,352.93157224876245,167700.14269169484,168772.50441453056,168655.65183378232,0.0,residential,949.1607550325213,,,1
1025,19.078956399999964,72.84133299999993,56.15911875681992,171.41955749813218,167147.67469934316,168219.79983960738,168102.9861650742,0.0,residential,975.8834114353316,,,1
1026,19.083956399999963,72.84133299999993,5.915192053017994,200.3715844764452,166595.21381140154,167667.1007738868,167550.32626424835,0.0,park,1006.80649250211,,,1
1027,19.08895639999996,72.84133299999993,14.038364981834176,296.5528173031519,166042.76010151682,167114.40727474552,166997.67219128596,0.0,park,1110.8584775256334,,,1
1028,19.09395639999996,72.84133299999993,24.879311918943152,262.6281553772568,165490.31364431872,166561.71940032157,166445.02400696467,0.0,residential,1034.5989260907977,,,1
1029,19.09895639999996,72.84133299999993,39.63987996102235,358.88168555106125,164937.8745154352,166009.03720952605,165892.38177287078,0.0,park,614.822948673358,,,1
1030,19.10395639999996,72.84133299999993,27.29232122900398,223.7815796423082,164385.44279151168,165456.36076205838,165339.74555141505,0.0,residential,465.7023542129994,,,1
1031,19.10895639999996,72.84133299999993,0.2066363814383848,125.0693965418592,163833.01855022722,164903.6901184185,164787.11540584566,0.0,residential,448.9924682690905,,,1
1032,19.11395639999996,72.84133299999993,2.66598108755628,43.07704548099144,163280.60187031137,164351.02533992,164234.49140026182,0.0,residential,516.6404788959428,,,1
1033,19.11895639999996,72.84133299999993,17.337895979598734,210.56352010606903,162728.192831564,163798.36648870536,163681.87359962976,0.0,residential,420.21335755458,,,1
1034,19.123956399999955,72.84133299999993,7.608501289717581,112.9769157263053,162175.79151487004,163245.71362775707,163129.26206979447,0.0,commercial,9.460847267705011,,,1
1035,19.128956399999957,72.84133299999993,2.876531698367268,344.6313964973625,161623.39800222058,162693.06682091393,162576.6568774967,0.0,residential,459.68789907347815,,,1
1036,19.133956399999956,72.84133299999993,17.90390523427595,361.11717536102014,161071.01237673336,162140.42613288775,162024.05809039006,0.0,park,397.4880930565979,,,1
1037,19.13895639999995,72.84133299999993,39.81572754917171,204.3934299534232,160518.63472266533,161587.79162927085,161471.4657770498,0.0,residential,210.01384612072624,,,1
1038,19.14395639999995,72.84133299999993,16.691411519834602,139.72988535931492,159966.26512544206,161035.1633765615,160918.88000699828,0.0,residential,366.9215660588466,,,1
1039,19.14895639999995,72.84133299999993,2.4346195435063063,496.4737694627239,159413.9036716698,160482.54144217097,160366.30085071328,0.0,cemetery,261.2523425594772,,,1
1040,19.15395639999995,72.84133299999993,22.748166665172697,470.4247725601125,158861.55044915865,159929.92589444204,159813.728379647,0.0,recreation_ground,500.1982696518599,,,1
1041,19.158956399999948,72.84133299999993,12.028443450672082,170.70655547600856,158309.20554694504,159377.3168026668,159261.16266624455,0.0,residential,727.2231057289799,,,1
1042,19.163956399999947,72.84133299999993,5.647290366271434,244.68737557951584,157756.86905531102,158824.7142371009,158708.60378395912,0.0,residential,320.60972022702896,,,1
1043,19.168956399999946,72.84133299999993,30.3819211520992,673.0921993487691,157204.54106580938,158272.11826898347,158156.0518072727,0.0,residential,448.9552702307571,,,1
1044,19.173956399999945,72.84133299999993,1.2841509196415783,322.2433296881917,156652.22167127926,157719.5289705479,157603.50681170754,0.0,residential,299.0072460293923,,,1
1045,19.178956399999944,72.84133299999993,28.902432562538568,158.12921017553276,156099.91096587697,157166.94641504722,157050.96887385234,0.0,residential,534.4056794217054,,,1
1046,19.183956399999943,72.84133299999993,0.6870541220873935,337.37463169554616,155547.60904509333,156614.37067676592,156498.43807137507,0.0,residential,611.5679893875641,,,1
1047,19.18895639999994,72.84133299999993,37.17777655341488,237.02979796261545,154995.3160057823,156061.8018310434,155945.91448304712,0.0,residential,722.3236996707234,,,1
1048,19.19395639999994,72.84133299999993,62.43014392154623,113.6479365405854,154443.03194617838,155509.2399542856,155393.39818875588,0.0,park,772.353905676704,,,1
1049,19.19895639999994,72.84133299999993,0.4251550168358367,299.7610708452793,153890.7569659303,154956.68512399288,154840.8892695334,0.0,residential,438.95571619005295,,,1
1050,19.20395639999994,72.84133299999993,13.294228054491766,301.1126803395734,153338.49116611652,154404.1374187698,154288.3878075673,0.0,residential,592.7345640512385,,,1
1051,19.208956399999938,72.84133299999993,16.143080568447214,266.1918332421128,152786.2346492827,153851.5969183565,153735.8938862329,0.0,park,461.4710714775772,,,1
1052,19.213956399999937,72.84133299999993,0.0259336297851336,658.9820202513488,152233.98751945567,153299.06370363658,153183.40759010203,0.0,commercial,29.872547323858974,,,1
1053,19.218956399999936,72.84133299999993,65.28544322022607,289.6641564885711,151681.74988217917,152746.53785666663,152630.9290049737,0.0,residential,573.7525389298034,,,1
1054,19.22395639999993,72.84133299999993,2.173356093811289,319.9677844059266,151129.52184453822,152194.0194606942,152078.4582178929,0.0,park,1126.9726144787703,,,1
1055,19.22895639999993,72.84133299999993,30.34466557201396,71.71451531429874,150577.30351518837,151641.50860018036,151525.9953171743,0.0,industrial,1680.4463119032011,,,1
1056,19.233956399999933,72.84133299999993,50.56750951645577,96.81301103642495,150025.0950043834,151089.00536082094,150973.54039242436,0.0,residential,1335.3641229544753,,,1
1057,19.23895639999993,72.84133299999993,34.80038363823018,461.6757530540058,149472.8964240058,150536.50982957007,150421.09353456614,0.0,park,917.5456786054242,,,1
